5037	142	3535	0
1145	56	4548	0
6332	156	1122	0
1179	156	5263	0
776	222	1161	0
3922	38	4271	0
3186	0	959	0
3824	29	5154	24
6861	53	1109	24
2234	103	2083	24
5884	86	2083	24
5431	38	6999	24
2290	103	1077	24
6795	160	6979	24
5613	173	776	24
5782	169	5370	24
6344	53	711	24
5	222	3931	24
1161	56	2442	24
6410	56	5246	24
1145	156	5094	24
680	127	38	24
1077	142	4313	24
4154	160	1013	24
5678	127	6635	24
3159	222	4346	24
6344	155	920	24
2084	156	146	24
6556	55	5370	24
6556	160	5219	24
5171	38	3912	24
174	160	3159	24
6639	169	5300	24
1122	115	680	24
4551	156	363	24
4412	53	6795	24
4769	115	1161	24
3535	18	6410	24
38	160	680	24
3269	160	6635	24
2701	169	3873	24
5182	90	4463	24
920	142	6344	24
1446	38	1161	24
6332	156	1122	24
1077	103	2290	24
4377	38	2996	24
2104	160	779	24
1477	224	7006	24
733	53	920	24
5455	150	4265	24
5678	41	5262	24
6407	38	4286	24
5395	38	4407	24
711	53	6344	24
3341	127	2697	24
925	98	1077	24
1077	169	5037	24
1918	38	1477	24
1013	160	2442	24
5319	222	244	24
3158	150	4569	24
6422	61	2445	24
3285	160	4383	24
2666	169	5807	24
45	56	545	24
5965	155	2083	24
5455	223	1148	24
4453	160	4501	24
6891	160	1971	24
2442	123	5012	24
5800	160	2442	24
4319	142	3341	24
5423	150	1121	24
3159	160	4346	24
1176	145	6635	24
3341	103	733	24
2442	159	1161	24
3358	156	1161	24
1109	53	6861	24
4339	224	1161	24
4304	173	2973	24
4702	158	3155	24
873	160	4407	24
5441	59	1599	24
4393	160	5171	24
3341	53	733	24
545	156	5584	24
921	157	1188	24
6979	160	2427	24
1161	156	4114	24
3535	56	6410	24
6411	155	2083	24
6410	160	3262	24
1077	156	5196	24
6665	224	1971	24
3341	127	733	24
6856	158	2430	24
2620	160	1587	24
1736	56	479	24
2671	127	3209	24
733	103	3341	24
4313	155	1077	24
1176	49	6635	24
5423	38	1121	24
2668	169	5540	24
3341	155	4319	24
1077	123	925	24
733	53	3341	24
2790	222	5441	24
4551	158	363	24
920	127	733	24
6795	53	4412	24
1077	98	925	24
4377	202	2996	24
5423	6	1121	24
1496	0	4274	24
1434	91	1145	24
733	155	3341	24
5719	6	3724	24
6978	160	6568	24
5678	166	6635	24
4188	6	5046	24
4463	90	5182	24
6422	38	2695	24
1181	6	5037	24
4587	160	2442	24
5648	18	558	24
244	222	5319	24
293	156	2753	24
2671	169	5441	24
3535	160	5037	24
49	56	2457	24
5338	49	6332	24
4590	160	2444	24
1384	169	1161	24
1189	156	4313	24
2790	160	4024	24
920	127	4319	24
2695	169	6823	24
3465	171	1161	24
6866	157	1145	24
745	160	1971	24
4187	6	679	24
5437	160	1474	24
1276	208	2442	24
4484	228	146	24
1145	56	226	24
5719	150	1179	24
2442	160	2814	24
5441	222	6627	24
1736	177	5327	24
6098	160	5037	24
1013	56	6047	24
2083	142	5965	24
7038	160	1077	24
1013	6	6047	24
3358	160	2442	24
3535	65	6410	24
733	56	3155	24
3724	156	1179	24
1215	160	5395	24
4197	150	20	24
2083	142	6411	24
4769	160	2442	24
3341	142	733	24
3535	160	6083	24
4468	160	4407	24
4313	169	6091	24
5297	156	1161	24
1077	159	6411	24
5497	160	4001	24
5678	61	3137	24
2290	56	2300	24
3211	229	1060	24
2083	103	2234	24
4994	160	4613	24
3285	127	4383	24
4453	150	5455	24
920	53	733	24
6785	24	2455	24
362	142	4610	48
4393	160	1677	48
6410	98	5037	48
6978	160	6568	48
1145	42	6520	48
146	142	766	48
5423	38	1121	48
6410	156	5037	48
3703	160	1203	48
5196	143	3068	48
4187	160	4702	48
5189	150	1509	48
1148	42	2427	48
1496	0	4274	48
1215	160	5395	48
5441	223	5661	48
1161	56	1446	48
6411	155	2083	48
4610	155	362	48
2317	56	2790	48
545	156	5584	48
222	160	4475	48
2287	160	1642	48
6808	169	4587	48
6438	160	2449	48
4346	215	3159	48
5423	156	1121	48
5661	170	5441	48
2442	103	4114	48
1215	69	5474	48
1353	38	1145	48
1161	137	2314	48
5965	208	2460	48
5884	86	2083	48
2100	53	3155	48
2083	142	5965	48
5291	155	5004	48
2278	173	6411	48
151	53	599	48
1077	159	6411	48
1161	156	2442	48
1445	191	1160	48
920	53	733	48
7044	160	3015	48
3535	6	6410	48
74	222	1971	48
680	156	6332	48
4702	134	5736	48
5250	169	2686	48
733	103	3341	48
1603	56	1145	48
2442	156	3002	48
1145	56	2683	48
6785	98	5189	48
5154	160	6435	48
4564	190	1477	48
5441	222	5661	48
2242	160	3155	48
545	191	45	48
786	215	2278	48
5319	222	244	48
4407	160	1503	48
2442	156	4114	48
6410	191	5037	48
3155	158	5171	48
4423	115	5838	48
2455	212	6411	48
5037	98	6410	48
3535	98	6410	48
1179	86	3724	48
5661	86	5441	48
3572	160	2442	48
671	156	558	48
2683	191	1145	48
1176	49	6635	48
3535	160	5037	48
3155	55	2790	48
2083	142	6411	48
5461	160	3874	48
733	53	920	48
4319	142	3341	48
5678	86	6636	48
5423	222	6994	48
5182	160	2442	48
3995	38	1156	48
2980	160	4551	48
2249	169	3155	48
4555	160	4373	48
3341	155	4319	48
6504	53	2083	48
3380	155	3262	48
4187	160	3155	48
18	53	1626	48
3245	160	2999	48
4482	222	1188	48
6785	56	2457	48
1626	53	18	48
5925	173	1077	48
4383	163	5736	48
766	155	146	48
2083	53	6504	48
5004	142	5291	48
244	222	5319	48
599	53	151	48
5370	127	6823	48
2455	160	6504	48
711	120	146	48
4240	52	1171	48
1286	163	3159	48
671	160	2442	48
1176	159	4415	48
4004	90	4587	48
293	156	2753	48
3341	127	733	48
6410	159	5037	48
680	156	1122	48
1176	145	6635	48
5474	57	4407	48
4587	90	4004	48
5678	127	6635	48
5158	6	235	48
1176	156	6635	48
3262	142	3380	48
1273	156	6165	48
3211	229	1060	48
5739	160	1077	48
2417	160	2290	48
1161	156	4114	48
3232	127	3155	48
3165	156	1145	48
5182	18	1161	48
3341	53	733	48
6422	38	5370	48
5965	155	2083	48
1179	158	3450	48
4114	103	2442	48
3341	103	733	48
5678	160	6635	48
4407	57	5474	48
1188	224	4482	48
3450	139	3015	48
3381	53	4969	48
13	159	1145	48
4702	160	3155	48
733	53	3341	48
2642	160	2790	48
2637	6	2445	48
3245	160	2427	48
5474	160	1215	48
4969	53	3381	48
4827	160	2427	48
4478	150	6635	48
4412	148	6411	48
4412	163	6411	48
3245	156	2999	48
1145	156	1603	48
497	160	1297	48
4918	38	2202	48
3155	53	2100	48
5441	223	5661	72
20	160	2978	72
599	224	4457	72
3677	155	3155	72
3197	53	3155	72
5441	169	1349	72
5423	38	1121	72
5674	86	5520	72
246	160	3155	72
3155	142	2065	72
4517	160	5432	72
3341	53	2697	72
6410	191	5037	72
3155	53	5398	72
733	53	3341	72
6291	90	1115	72
1077	53	2290	72
5828	160	5429	72
733	103	3341	72
3341	53	733	72
929	53	6332	72
4412	148	6411	72
2683	159	1145	72
1886	156	4488	72
4346	167	3159	72
1145	191	664	72
180	160	146	72
4534	167	3159	72
599	224	3122	72
4393	38	3912	72
6872	160	6284	72
1115	90	6291	72
497	160	1297	72
786	215	2278	72
5678	213	6635	72
2697	53	3341	72
3341	103	733	72
3724	38	1179	72
2241	127	2083	72
5678	86	6636	72
146	222	587	72
1626	123	1620	72
3703	160	1777	72
3535	156	5037	72
4544	160	6284	72
1060	86	3341	72
5736	56	3136	72
3727	160	3393	72
3884	155	4319	72
3535	98	6410	72
2290	53	1077	72
1115	160	1620	72
3341	103	2697	72
1731	222	4955	72
3341	127	6293	72
1145	205	7021	72
1176	56	6636	72
1434	191	664	72
4412	167	6411	72
1122	224	649	72
2241	127	150	72
2460	53	3159	72
3341	155	4319	72
6411	160	3010	72
1179	158	3450	72
5158	160	5441	72
5458	160	599	72
2683	56	6831	72
3884	127	6044	72
4605	160	1515	72
5128	86	925	72
6317	156	1977	72
4393	38	4455	72
5046	160	3159	72
680	156	1122	72
4407	163	5395	72
1318	224	5036	72
3741	169	6296	72
5398	53	3155	72
5661	86	5441	72
4319	142	3884	72
6422	191	5370	72
4412	163	6411	72
4269	224	3984	72
4188	160	3159	72
5432	56	2908	72
2545	56	1145	72
2609	160	3341	72
2065	155	3155	72
6293	127	3341	72
5661	170	5441	72
4918	38	2207	72
454	224	4457	72
6410	156	5037	72
3155	142	6293	72
5965	208	2460	72
1718	53	833	72
180	160	5036	72
3159	53	2460	72
1886	160	5116	72
5398	160	246	72
649	224	1122	72
833	53	1718	72
6422	38	5370	72
1466	0	1122	72
5116	224	1122	72
3232	127	3155	72
3211	229	1060	72
531	6	5305	72
2697	103	3341	72
2695	160	2445	72
4374	160	5432	72
6332	53	929	72
3155	53	3197	72
4319	142	3341	72
4416	156	3724	72
101	160	497	72
3158	52	3155	72
5037	46	985	72
6293	155	3155	72
4412	160	5965	72
2723	222	5661	72
3076	160	4606	72
1731	222	38	72
3155	142	3677	72
6410	56	5037	72
6411	127	2083	72
5036	222	587	72
1286	224	497	96
4304	142	3264	96
4319	142	3341	96
6159	176	4431	96
4702	53	5398	96
497	224	1286	96
1115	90	6291	96
4845	191	3155	96
6254	160	3155	96
497	110	2457	96
5398	160	3155	96
3232	127	3155	96
649	6	87	96
5037	98	6410	96
5281	222	1145	96
5398	155	3155	96
733	53	3341	96
5678	182	917	96
4011	160	6410	96
5423	150	6994	96
5474	202	1503	96
6635	18	1176	96
5471	160	4950	96
497	167	1286	96
6407	38	4286	96
1466	224	1122	96
6148	160	645	96
4346	224	4534	96
2798	160	2988	96
3341	160	3155	96
4515	53	2823	96
6348	53	2545	96
6094	127	3873	96
2823	53	4515	96
6805	127	6411	96
3341	127	6293	96
2083	142	150	96
7075	155	3262	96
3905	56	3675	96
920	53	733	96
3155	142	3232	96
4573	160	1974	96
3159	160	566	96
4702	160	3155	96
2266	127	3873	96
6717	160	3155	96
5423	38	1121	96
5441	223	5661	96
3675	18	1179	96
5484	38	4286	96
3341	53	733	96
4346	167	3159	96
6321	160	1971	96
4082	160	5480	96
5596	160	5370	96
4549	160	146	96
1592	55	509	96
5441	202	7006	96
3262	142	7075	96
1145	127	2683	96
4407	160	5474	96
1928	156	4019	96
4443	160	929	96
5480	160	4082	96
6291	90	1115	96
3262	123	1626	96
5484	38	4725	96
6321	127	1145	96
920	155	6155	96
3155	142	5398	96
2545	53	6348	96
150	98	2290	96
4011	56	6410	96
3535	6	6410	96
4534	224	4346	96
3264	155	4304	96
5398	53	4702	96
1519	224	4292	96
6410	159	5037	96
4564	160	6252	96
762	61	1173	96
6410	98	5037	96
1145	6	1603	96
5447	38	1140	96
4416	47	3724	96
5661	170	5441	96
3341	169	6411	96
3341	155	4319	96
509	55	1592	96
6411	127	2083	96
6159	156	4431	96
5474	150	4283	96
5527	53	5742	96
1434	61	1145	96
5037	56	6410	96
6344	160	3341	96
1626	123	3262	96
1115	18	3262	96
5742	53	5527	96
3341	160	733	96
5116	154	1122	96
150	155	2083	96
5498	160	4368	96
3232	155	3155	96
2417	105	1145	96
780	229	1500	96
5474	160	4407	96
5120	156	1122	96
425	229	13	96
733	53	920	96
5423	127	1121	96
246	160	3155	96
6155	142	920	96
1145	205	7021	96
6293	127	3341	96
2290	56	2300	120
6917	156	5260	120
4845	191	3155	120
1189	6	1148	120
1121	34	5377	120
2243	155	3155	120
4747	156	1161	120
1086	160	2460	120
6293	127	3341	120
6504	169	6411	120
3987	56	3341	120
3592	156	1145	120
6332	191	680	120
4569	169	4702	120
4187	53	5243	120
6332	169	1122	120
929	145	5037	120
2570	115	1643	120
6805	162	6504	120
4408	229	4284	120
3159	103	5046	120
1281	6	382	120
455	224	4397	120
5814	167	3159	120
4411	105	1169	120
1148	6	2427	120
3592	216	1145	120
1794	127	2618	120
3341	103	733	120
2290	159	3159	120
188	53	2266	120
3155	142	2243	120
920	61	733	120
5046	103	3159	120
2262	127	5395	120
2194	222	5423	120
5182	160	4506	120
1297	167	3159	120
3341	103	4822	120
2241	156	3262	120
5484	38	4725	120
854	160	4614	120
5484	38	4286	120
5243	53	4187	120
1145	6	3592	120
6856	160	2430	120
1297	224	497	120
1176	159	4415	120
5423	191	1121	120
6780	156	1169	120
6888	160	1945	120
5046	156	3159	120
2100	90	382	120
2404	160	1523	120
5037	115	6410	120
2442	87	4587	120
2410	156	1160	120
5965	56	6792	120
6644	142	6979	120
1175	61	5261	120
3987	160	3155	120
3450	156	4688	120
5219	160	5036	120
6979	127	6644	120
6332	156	680	120
2266	156	2268	120
4624	160	929	120
1161	156	2442	120
4245	189	1179	120
3162	127	3155	120
382	180	2100	120
2618	127	1794	120
3341	155	4319	120
6504	191	6411	120
5395	103	2262	120
1077	36	6411	120
2651	61	1122	120
3341	127	6293	120
2830	169	4564	120
3341	160	733	120
6504	115	6411	120
5455	38	1148	120
4500	38	4261	120
4187	127	3155	120
4822	103	3341	120
920	103	733	120
733	103	3341	120
5177	160	455	120
382	90	2100	120
3742	169	649	120
5965	160	6792	120
5423	38	1464	120
5924	163	3155	120
649	156	680	120
2266	53	188	120
2733	160	2442	120
5801	160	2262	120
6805	155	6411	120
2442	157	1161	120
1464	224	5423	120
3468	160	5553	120
6332	6	680	120
2798	207	2403	120
6520	205	1145	120
6407	38	4286	120
3155	142	2100	120
920	191	3155	120
6355	169	2862	120
920	160	3155	120
6635	38	1176	120
3341	127	733	120
5450	38	1146	120
766	169	2648	120
1121	224	5423	120
2442	56	4587	120
3716	150	3601	120
5736	142	5395	120
1643	115	2570	120
1077	160	3262	120
6979	156	3233	120
497	224	1297	120
1954	115	1161	120
5037	46	985	120
2186	206	4590	120
3341	160	3155	120
1161	56	2694	120
2403	207	6407	120
1971	208	1145	120
6411	115	6504	120
2896	56	4374	120
6449	160	359	120
3155	131	3159	120
1185	0	1520	120
6122	156	3262	120
2262	103	5395	120
5492	6	1175	120
359	180	5421	120
6410	115	5037	120
1122	191	649	120
1138	191	2419	120
5470	150	4277	120
1077	115	925	120
5423	222	1464	120
594	228	3931	120
6805	160	6504	120
5432	229	925	120
3305	127	6122	120
1519	224	4292	120
649	6	680	120
531	6	5305	120
3871	169	2100	120
1145	6	6520	120
1947	160	2460	120
6407	207	2403	120
4412	191	6411	120
4036	160	4082	120
5480	219	2967	120
1145	6	1434	120
2100	155	3155	120
5338	160	6332	120
5801	127	5395	120
6699	162	2278	120
5454	229	4264	120
4096	127	2442	120
1700	160	6284	120
6979	155	6644	120
811	222	1122	120
6332	156	1181	120
2926	127	3995	120
6780	156	4411	120
4051	160	1463	120
4224	150	3885	120
6780	156	4598	120
4069	150	3885	120
1145	224	6956	120
6332	127	680	120
1161	156	4114	120
7038	53	6179	120
5572	6	3095	120
4702	158	3155	120
2317	160	2790	120
6411	142	6805	120
2403	207	2798	120
3446	156	1176	120
455	224	1496	120
4187	127	3232	120
3155	33	2457	120
3341	61	733	120
733	103	920	120
4187	156	3232	120
1133	156	2414	120
1954	160	2442	120
929	188	5037	120
3232	127	3155	120
5013	160	3706	120
3868	53	1434	120
6214	160	2404	120
925	115	1077	120
1445	191	1160	120
6410	128	6411	120
5423	150	1121	120
1176	205	6495	120
6349	156	1145	120
6411	127	6504	120
44	160	3926	120
2442	156	4114	120
2194	173	5423	120
5455	150	867	120
4702	160	5398	120
4319	142	3341	120
6179	53	7038	120
3871	169	3162	120
1445	61	1160	120
5395	155	5736	120
6805	127	6411	120
4438	197	680	120
1145	6	657	120
4346	167	3159	120
1434	53	3868	120
5497	229	1139	120
2460	159	6410	120
1176	56	4810	120
6504	162	6805	120
5398	169	3155	120
5474	38	4283	120
6805	127	6504	120
2278	162	6699	120
3483	160	6379	120
3305	127	6831	120
2446	160	3341	120
4702	160	3155	120
5423	127	1121	120
4484	222	587	120
2034	156	1183	120
3987	156	920	120
2798	160	422	120
5423	107	1121	120
5540	177	3931	120
6979	160	2427	120
3446	160	5678	144
829	115	3155	144
2683	169	3262	144
3341	53	6293	144
680	156	1122	144
3155	98	3159	144
5046	160	3159	144
929	127	3155	144
3149	127	6795	144
3868	53	1434	144
3742	169	649	144
1477	224	5441	144
6950	160	284	144
4030	53	2974	144
3380	90	5046	144
2290	142	3285	144
3232	155	3155	144
3905	53	3450	144
7038	53	2104	144
2040	160	4573	144
3987	160	3155	144
2695	22	871	144
3162	127	3155	144
3285	155	2290	144
3232	160	3155	144
544	53	3868	144
6411	53	6504	144
5395	167	3922	144
5487	102	3262	144
6155	160	2445	144
3535	156	1171	144
4019	53	2683	144
327	115	5940	144
5163	6	1140	144
38	169	4175	144
3341	127	6293	144
3911	160	4133	144
5678	213	6635	144
7038	53	6179	144
6635	18	1176	144
3155	142	1953	144
3155	98	3162	144
3616	157	3589	144
1176	56	5678	144
3450	53	3905	144
5423	150	1121	144
146	142	6834	144
3159	222	4346	144
6805	160	6504	144
3262	47	5040	144
2671	56	5441	144
6293	127	3341	144
3691	160	1283	144
711	169	6805	144
4702	160	3155	144
6332	53	38	144
6411	53	6805	144
5450	38	1146	144
6635	38	1176	144
6148	156	1767	144
3341	160	3155	144
2694	105	6047	144
3155	142	3232	144
6332	127	680	144
6293	123	3341	144
1384	156	2442	144
733	87	2997	144
3159	143	4534	144
3380	53	5046	144
6802	156	3979	144
920	127	6293	144
2183	159	698	144
1160	156	1445	144
4702	53	3232	144
1434	91	1145	144
2104	53	7038	144
44	160	2433	144
3724	47	2525	144
1161	156	4233	144
639	224	5613	144
5281	222	1145	144
3706	61	1148	144
6834	155	146	144
649	6	680	144
6422	38	5370	144
6506	57	1581	144
127	53	4702	144
3380	169	3159	144
3535	159	5037	144
5226	53	2844	144
6355	61	6161	144
2618	127	1794	144
5396	156	1176	144
4702	169	6017	144
3996	155	3926	144
2224	222	1375	144
4069	160	3155	144
1384	56	2442	144
2770	38	1396	144
5484	38	4286	144
6078	56	6296	144
3076	160	4606	144
6890	171	925	144
1145	205	1971	144
2683	18	3262	144
3232	169	3155	144
5463	38	1154	144
649	6	87	144
2290	159	3159	144
5423	127	1121	144
2446	160	3341	144
3159	222	444	144
6122	156	3262	144
1953	53	4702	144
1161	18	2442	144
6254	160	3155	144
2103	160	382	144
3446	156	1176	144
5177	38	7001	144
1446	38	1161	144
4602	160	6805	144
5484	51	6407	144
6012	160	5395	144
4702	53	127	144
4108	47	1145	144
4512	150	1515	144
4482	222	1188	144
2896	56	4374	144
4827	208	1148	144
1188	224	4482	144
3926	142	3996	144
4807	6	4393	144
1794	127	2618	144
2844	53	5226	144
4408	229	4284	144
3341	155	4319	144
5423	156	1121	144
1161	105	2694	144
3532	38	1148	144
4415	228	6635	144
5450	38	4262	144
5046	156	3159	144
444	224	3159	144
5046	53	3380	144
2527	53	2272	144
1115	6	1077	144
1953	155	3155	144
6293	53	3341	144
2265	127	3155	144
1176	224	5678	144
3987	156	920	144
3162	98	3155	144
1148	224	5455	144
4664	160	4133	144
1957	156	6523	144
1145	10	544	144
3724	47	6211	144
6411	127	6504	144
1434	53	3868	144
1215	156	6012	144
4602	160	6504	144
6544	56	680	144
6054	156	6417	144
5716	127	1169	144
2974	53	4030	144
611	224	1185	144
6293	127	920	144
3341	123	6293	144
4468	160	4407	144
1115	18	3262	144
1148	156	2427	144
3241	160	6568	144
5423	38	1121	144
3873	156	2701	144
6411	142	6805	144
4904	127	6635	144
6122	156	2241	144
5046	90	3380	144
3162	127	3158	144
3911	160	3155	144
1434	156	3868	144
2137	160	4587	144
1179	208	3724	144
6979	127	1148	144
4185	156	6321	144
6179	53	7038	144
3158	156	4702	144
3232	53	4702	144
4274	224	4304	144
359	180	5421	144
1176	127	6635	144
455	224	1496	144
1520	229	1185	144
1436	38	1148	144
6665	224	1145	144
1176	60	6635	144
6805	53	6411	144
2775	160	4598	144
733	191	2997	144
4029	160	4355	144
3987	127	3155	144
6504	115	6411	144
1434	202	1145	144
1161	24	2442	144
1434	61	2290	144
3155	142	5398	144
4587	115	1161	144
5487	102	4950	144
38	53	6332	144
4130	160	5195	144
1161	56	2442	144
1273	156	6165	144
4346	167	3159	144
6355	160	520	144
6504	53	6411	144
146	18	2648	144
5940	47	327	144
1161	6	2442	144
6504	160	6411	144
4468	160	6852	144
6805	155	6411	144
1122	224	2985	144
5398	155	3155	144
2272	53	2527	144
6411	115	6504	144
2683	53	4019	144
3868	53	544	144
4319	142	3341	144
5046	176	1286	144
4702	53	1953	144
5158	6	2624	144
5150	38	1128	144
6856	160	2430	144
4407	160	62	144
5177	38	4274	144
1077	56	3262	168
6977	160	2427	168
2694	56	1161	168
3213	169	6017	168
4239	191	4286	168
4408	229	4284	168
3933	53	2381	168
594	228	3931	168
5037	169	3535	168
1128	224	1469	168
2290	142	2278	168
5997	160	2648	168
5197	115	1185	168
3911	160	733	168
5736	98	3162	168
5678	182	6635	168
1281	160	4939	168
1706	160	5965	168
2686	160	6856	168
5182	160	2442	168
3677	155	3155	168
3232	155	3155	168
5037	105	3535	168
1873	53	3102	168
6411	115	6504	168
1145	205	1971	168
2427	150	867	168
1176	127	6635	168
4138	160	2798	168
3232	160	3155	168
5441	223	5661	168
5042	160	3015	168
5449	223	5971	168
2719	160	6435	168
4587	160	2442	168
1953	155	3873	168
6977	6	1148	168
5158	38	5373	168
5653	166	146	168
5150	38	1128	168
1971	6	3592	168
5455	156	1148	168
4995	189	1683	168
711	163	146	168
2266	115	3341	168
2243	207	1953	168
3769	127	3155	168
3600	191	2442	168
5801	127	5395	168
920	155	4319	168
3155	142	3677	168
5901	160	2576	168
1463	224	4250	168
1128	56	5150	168
4096	160	4114	168
3341	155	4319	168
5116	224	1122	168
1128	154	1469	168
7025	224	4412	168
2814	169	660	168
3155	142	1953	168
4549	160	1265	168
1145	123	6080	168
711	52	146	168
497	167	5812	168
1077	145	829	168
680	156	1122	168
5484	38	4286	168
2667	127	5736	168
6479	53	315	168
3380	169	5046	168
3424	53	6250	168
6397	53	1873	168
4069	160	3155	168
4702	160	3155	168
568	86	3759	168
6250	53	3424	168
4187	53	3232	168
1427	156	3750	168
680	61	6332	168
4609	8	1179	168
5455	56	1148	168
5474	160	1503	168
4324	160	1520	168
1148	191	2427	168
3155	142	3911	168
4468	160	6852	168
6504	115	6411	168
2798	129	5832	168
1873	53	6397	168
1185	86	2461	168
3380	90	5046	168
1953	155	3155	168
6411	103	1581	168
4130	160	5195	168
1176	191	4904	168
3155	142	3232	168
6699	160	3341	168
3430	127	1434	168
2290	169	5827	168
2733	160	2694	168
1837	159	1077	168
3159	169	3155	168
3341	155	2290	168
1145	191	3430	168
3233	53	4004	168
1161	156	64	168
6293	127	3341	168
6506	160	2083	168
6979	197	6644	168
711	103	3159	168
3686	38	1121	168
5037	46	1163	168
3873	142	1953	168
3380	156	5046	168
3911	160	3155	168
3380	53	5046	168
3155	98	6017	168
6805	155	6411	168
2651	53	6733	168
6866	156	1145	168
4838	150	5262	168
5046	160	3159	168
5492	6	1175	168
5801	160	885	168
5395	38	727	168
5182	156	1161	168
2290	38	7007	168
5678	166	6635	168
776	208	2442	168
4893	160	5678	168
6411	103	6504	168
5398	160	3155	168
3341	127	2290	168
3341	103	733	168
3450	160	3015	168
6397	53	3102	168
1520	224	1185	168
3911	155	3155	168
818	127	1145	168
3159	103	711	168
5441	107	1477	168
4187	160	3155	168
5474	38	4283	168
5463	150	1154	168
315	160	6479	168
885	103	5395	168
1077	98	6410	168
1121	208	5423	168
5395	103	885	168
920	53	733	168
3159	6	4188	168
3102	53	1873	168
6504	103	6411	168
1161	156	4004	168
1161	69	2889	168
4319	142	3341	168
4319	142	920	168
3241	160	6568	168
5046	90	3380	168
315	53	6479	168
4205	169	4334	168
5037	191	6410	168
4346	224	3159	168
5423	38	1121	168
3102	53	6397	168
3162	98	5736	168
2266	141	2701	168
5423	6	1121	168
450	115	503	168
6309	18	6411	168
1121	215	5423	168
1434	38	1145	168
1222	53	2561	168
3159	173	1733	168
1161	6	2442	168
1891	160	4545	168
3232	53	4702	168
1581	103	6411	168
818	127	1353	168
6699	53	3341	168
3868	53	544	168
4702	53	3232	168
3494	160	2442	168
4004	53	3233	168
2694	156	1161	168
4187	160	3232	168
3341	127	6293	168
4904	127	6635	168
6733	53	2651	168
1077	36	6411	168
5653	86	4431	168
1953	207	2243	168
544	53	3868	168
3232	169	3155	168
3341	53	6699	168
568	160	4318	168
5037	160	6410	168
5088	169	5008	168
2701	141	2266	168
2561	53	1222	168
1520	229	1185	168
733	103	3341	168
2278	155	2290	168
2381	53	3933	168
3341	115	2266	168
6411	142	6805	168
2648	56	4431	168
4412	222	7025	168
1077	130	3926	168
3758	173	1733	168
4065	6	382	168
2290	53	4845	168
1615	173	1161	168
2457	97	497	168
2290	145	829	168
3447	156	1454	168
2290	142	3341	168
711	169	359	168
3341	156	5037	168
3341	61	733	168
6410	98	1077	168
2290	169	3155	168
733	53	920	168
5423	150	6994	168
4415	228	6635	168
2442	177	1161	168
3232	127	4702	168
3686	143	1121	168
5046	53	3380	168
6017	98	3155	168
3742	169	649	168
2805	156	1145	168
444	167	3159	168
3232	53	4187	168
4845	53	2290	168
503	115	450	168
885	127	5395	168
611	224	1185	168
4972	159	146	168
2624	160	2446	168
4838	121	1176	168
1283	6	3691	168
4412	222	6411	192
2442	6	1013	192
1145	224	13	192
1183	42	6193	192
956	103	6967	192
715	61	1121	192
2290	115	3262	192
444	167	3159	192
6332	53	38	192
6122	53	3478	192
6159	103	4516	192
2798	129	5832	192
1122	156	38	192
6792	163	6411	192
4723	142	4319	192
6332	160	4175	192
2488	155	6309	192
2241	156	1145	192
6159	160	2495	192
1077	116	6017	192
2978	8	20	192
711	56	146	192
2272	156	5037	192
649	18	4175	192
3341	155	3566	192
2695	160	729	192
4074	169	3149	192
2273	53	2266	192
